name,site,subtypes,category,type,phone,full_address,street,city,postal_code,state,us_state,country_code,latitude,longitude,rating,reviews,reviews_link,photos_count,photo,street_view,working_hours,working_hours_old_format,business_status,about,logo,owner_link,location_link,location_reviews_link,place_id
Pup Paradise,https://www.pupparadiseboarding.com/,"Pet boarding service, Dog day care center, Dog trainer",Pet boarding service,Pet boarding service,+1 248-970-1084,"1755 Pebble Creek Pkwy Suite 1318, Goodyear, AZ 85395",1755 Pebble Creek Pkwy Suite 1318,Goodyear,85395,Arizona,Alabama,US,"33,4663619","-112,3875627","4,9",73,"https://search.google.com/local/reviews?placeid=ChIJjxjTLts5K4cR9_dXLOAwwMQ&q=pet+groomer,+85329,+Cashion,+AZ,+US&authuser=0&hl=en&gl=US",37,https://lh3.googleusercontent.com/p/AF1QipMefAj5APwo_HxLohquVsYz_JEO81ZK14ay02VD=w800-h500-k-no,https://lh3.googleusercontent.com/p/AF1QipMefAj5APwo_HxLohquVsYz_JEO81ZK14ay02VD=w1600-h1000-k-no,"{""Monday"": ""6:30AM-5PM"", ""Tuesday"": ""6:30AM-5PM"", ""Wednesday"": ""6:30AM-5PM"", ""Thursday"": ""6:30AM-5PM"", ""Friday"": ""6:30AM-5PM"", ""Saturday"": ""6:30AM-5PM"", ""Sunday"": ""6:30AM-5PM""}",Monday:6:30AM-5PM|Tuesday:6:30AM-5PM|Wednesday:6:30AM-5PM|Thursday:6:30AM-5PM|Friday:6:30AM-5PM|Saturday:6:30AM-5PM|Sunday:6:30AM-5PM,OPERATIONAL,"{""From the business"": {""Identifies as Black-owned"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}, ""Crowd"": {""LGBTQ+ friendly"": true, ""Transgender safespace"": true}, ""Other"": {""Identifies as Black-owned"": true, ""LGBTQ+ friendly"": true}}",https://lh6.googleusercontent.com/-FBtXRQJN_tg/AAAAAAAAAAI/AAAAAAAAAAA/Ic7s1chTJNU/s44-p-k-no-ns-nd/photo.jpg,https://www.google.com/maps/contrib/104087768137721530531,"https://www.google.com/maps/place/Pup+Paradise/@33.466361899999995,-112.38756269999999,14z/data=!4m8!1m2!2m1!1sPup+Paradise!3m4!1s0x872b39db2ed3188f:0xc4c030e02c57f7f7!8m2!3d33.466361899999995!4d-112.38756269999999","https://www.google.com/maps/place/Pup+Paradise/@33.466361899999995,-112.38756269999999,13.99z/data=!4m16!1m7!3m6!1s0x872b39db2ed3188f:0xc4c030e02c57f7f7!2sPup+Paradise!8m2!3d33.466361899999995!4d-112.38756269999999!16s%2Fg%2F11ckvg1dmb!3m7!1s0x872b39db2ed3188f:0xc4c030e02c57f7f7!8m2!3d33.466361899999995!4d-112.38756269999999!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",ChIJjxjTLts5K4cR9_dXLOAwwMQ
"Petz Place Dog Food, Pet Supplies Store and Grooming",https://petzplace.com/,"Pet groomer, Pet supply store",Pet supply store,Pet groomer,+1 623-344-0500,"890 N Estrella Pkwy #100, Goodyear, AZ 85338",890 N Estrella Pkwy #100,Goodyear,85338,Arizona,Alabama,US,"33,456484","-112,3930509","4,7",448,"https://search.google.com/local/reviews?placeid=ChIJTwEcxKQ5K4cRdeV7fAMhYZo&q=pet+groomer,+85329,+Cashion,+AZ,+US&authuser=0&hl=en&gl=US",102,https://lh3.googleusercontent.com/p/AF1QipN8WqJDbvNJZazuog2TnH7HBjZS1eMXZBAnHuI7=w800-h500-k-no,https://lh3.googleusercontent.com/p/AF1QipN8WqJDbvNJZazuog2TnH7HBjZS1eMXZBAnHuI7=w1600-h1000-k-no,"{""Monday"": ""9AM-7PM"", ""Tuesday"": ""9AM-7PM"", ""Wednesday"": ""9AM-7PM"", ""Thursday"": ""9AM-7PM"", ""Friday"": ""9AM-7PM"", ""Saturday"": ""9AM-6PM"", ""Sunday"": ""9AM-5PM""}",Monday:9AM-7PM|Tuesday:9AM-7PM|Wednesday:9AM-7PM|Thursday:9AM-7PM|Friday:9AM-7PM|Saturday:9AM-6PM|Sunday:9AM-5PM,OPERATIONAL,"{""From the business"": {""Small business"": true}, ""Service options"": {""In-store pickup"": true, ""Onsite services"": true, ""Same-day delivery"": false}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}, ""Planning"": {""Quick visit"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}}",https://lh4.googleusercontent.com/-ZUnVzcLyx_k/AAAAAAAAAAI/AAAAAAAAAAA/3MwqC4j2KpU/s44-p-k-no-ns-nd/photo.jpg,https://www.google.com/maps/contrib/116183720566798414223,"https://www.google.com/maps/place/Petz+Place+Dog+Food%2C+Pet+Supplies+Store+and+Grooming/@33.456483999999996,-112.39305089999999,14z/data=!4m8!1m2!2m1!1sPetz+Place+Dog+Food%2C+Pet+Supplies+Store+and+Grooming!3m4!1s0x872b39a4c41c014f:0x9a6121037c7be575!8m2!3d33.456483999999996!4d-112.39305089999999","https://www.google.com/maps/place/Petz+Place+Dog+Food%2C+Pet+Supplies+Store+and+Grooming/@33.456483999999996,-112.39305089999999,13.99z/data=!4m16!1m7!3m6!1s0x872b39a4c41c014f:0x9a6121037c7be575!2sPetz+Place+Dog+Food%2C+Pet+Supplies+Store+and+Grooming!8m2!3d33.456483999999996!4d-112.39305089999999!16s%2Fg%2F11ckvg1dmb!3m7!1s0x872b39a4c41c014f:0x9a6121037c7be575!8m2!3d33.456483999999996!4d-112.39305089999999!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",ChIJTwEcxKQ5K4cRdeV7fAMhYZo
Petco,https://stores.petco.com/az/goodyear/pet-supplies-goodyear-az-1173.html,"Pet store, Fish store, Goldfish store, Pet supply store, Reptile store, Tropical fish store",Pet store,Pet store,+1 623-935-1027,"1985 Pebble Creek Pkwy, Goodyear, AZ 85395",1985 Pebble Creek Pkwy,Goodyear,85395,Arizona,Alabama,US,"33,4689173","-112,389687","4,2",1229,"https://search.google.com/local/reviews?placeid=ChIJdZJY7odHK4cRuaQxt2E3ugY&q=pet+groomer,+85329,+Cashion,+AZ,+US&authuser=0&hl=en&gl=US",141,https://lh3.googleusercontent.com/gps-cs-s/AB5caB9IIT-7cJr3S_xPIfCKAUS9yCJgXgq9vK9ZFHNF-ynkK9W67qHIy3AG-fR6adhhPrYyMV2yxVKxgVZhXLWde8SwgQK2UF1Xcyn3lA7uM6Me1ro-dOge1dwXguTp_9Duy2YFG5u6=w800-h500-k-no,https://lh3.googleusercontent.com/gps-cs-s/AB5caB9IIT-7cJr3S_xPIfCKAUS9yCJgXgq9vK9ZFHNF-ynkK9W67qHIy3AG-fR6adhhPrYyMV2yxVKxgVZhXLWde8SwgQK2UF1Xcyn3lA7uM6Me1ro-dOge1dwXguTp_9Duy2YFG5u6=w1600-h1000-k-no,"{""Monday"": ""9AM-9PM"", ""Tuesday"": ""9AM-9PM"", ""Wednesday"": ""9AM-9PM"", ""Thursday"": ""9AM-9PM"", ""Friday"": ""9AM-9PM"", ""Saturday"": ""9AM-9PM"", ""Sunday"": ""10AM-7PM""}",Monday:9AM-9PM|Tuesday:9AM-9PM|Wednesday:9AM-9PM|Thursday:9AM-9PM|Friday:9AM-9PM|Saturday:9AM-9PM|Sunday:10AM-7PM,OPERATIONAL,"{""Service options"": {""Curbside pickup"": true, ""Delivery"": true, ""In-store pickup"": true, ""In-store shopping"": true, ""Onsite services"": true, ""Same-day delivery"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true, ""Wheelchair accessible seating"": false}, ""Amenities"": {""Wi-Fi"": true}, ""Planning"": {""Quick visit"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}}",https://lh3.googleusercontent.com/-B_yYrahFjzk/AAAAAAAAAAI/AAAAAAAAAAA/BCbNiRl5Vwo/s44-p-k-no-ns-nd/photo.jpg,https://www.google.com/maps/contrib/110483778703777400497,"https://www.google.com/maps/place/Petco/@33.4689173,-112.389687,14z/data=!4m8!1m2!2m1!1sPetco!3m4!1s0x872b4787ee589275:0x6ba3761b731a4b9!8m2!3d33.4689173!4d-112.389687","https://www.google.com/maps/place/Petco/@33.4689173,-112.389687,13.99z/data=!4m16!1m7!3m6!1s0x872b4787ee589275:0x6ba3761b731a4b9!2sPetco!8m2!3d33.4689173!4d-112.389687!16s%2Fg%2F11ckvg1dmb!3m7!1s0x872b4787ee589275:0x6ba3761b731a4b9!8m2!3d33.4689173!4d-112.389687!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",ChIJdZJY7odHK4cRuaQxt2E3ugY
Petco Grooming,https://stores.petco.com/az/laveen/full-service-grooming-laveen-az-1156.html,Pet groomer,Pet groomer,Pet groomer,+1 602-237-0610,"5260 W Baseline Rd, Laveen Village, AZ 85339",5260 W Baseline Rd,Laveen Village,85339,Arizona,Alabama,US,"33,3784233","-112,1738508","4,7",86,"https://search.google.com/local/reviews?placeid=ChIJW4xKexwXK4cROq_V6bwvv6s&q=pet+groomer,+85329,+Cashion,+AZ,+US&authuser=0&hl=en&gl=US",12,https://lh3.googleusercontent.com/p/AF1QipPtWUXa3aHsLHHXeeVDWEjBlq4getOa3tT4VOb9=w800-h500-k-no,https://lh3.googleusercontent.com/p/AF1QipPtWUXa3aHsLHHXeeVDWEjBlq4getOa3tT4VOb9=w1600-h1000-k-no,"{""Monday"": ""8AM-6PM"", ""Tuesday"": ""8AM-6PM"", ""Wednesday"": ""8AM-6PM"", ""Thursday"": ""8AM-6PM"", ""Friday"": ""8AM-6PM"", ""Saturday"": ""8AM-6PM"", ""Sunday"": ""9AM-6PM""}",Monday:8AM-6PM|Tuesday:8AM-6PM|Wednesday:8AM-6PM|Thursday:8AM-6PM|Friday:8AM-6PM|Saturday:8AM-6PM|Sunday:9AM-6PM,OPERATIONAL,"{""Service options"": {""Onsite services"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}}",https://lh4.googleusercontent.com/-8Ez9wUjrSWU/AAAAAAAAAAI/AAAAAAAAAAA/w1TxhL5q8pQ/s44-p-k-no-ns-nd/photo.jpg,https://www.google.com/maps/contrib/101013299599460678653,"https://www.google.com/maps/place/Petco+Grooming/@33.3784233,-112.1738508,14z/data=!4m8!1m2!2m1!1sPetco+Grooming!3m4!1s0x872b171c7b4a8c5b:0xabbf2fbce9d5af3a!8m2!3d33.3784233!4d-112.1738508","https://www.google.com/maps/place/Petco+Grooming/@33.3784233,-112.1738508,13.99z/data=!4m16!1m7!3m6!1s0x872b171c7b4a8c5b:0xabbf2fbce9d5af3a!2sPetco+Grooming!8m2!3d33.3784233!4d-112.1738508!16s%2Fg%2F11ckvg1dmb!3m7!1s0x872b171c7b4a8c5b:0xabbf2fbce9d5af3a!8m2!3d33.3784233!4d-112.1738508!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",ChIJW4xKexwXK4cROq_V6bwvv6s
Big Dog Pet Supply,https://bigdogpetsupply.com/,Pet supply store,Pet supply store,Pet supply store,+1 817-527-7771,"13765 W Auto Dr ste 126, Goodyear, AZ 85338",13765 W Auto Dr ste 126,Goodyear,85338,Arizona,Alabama,US,"33,4518097","-112,3552915",,,,1,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=_a04zOYU4XfjXo8ZWIe5vQ&cb_client=search.gws-prod.gps&w=800&h=500&yaw=264.86945&pitch=0&thumbfov=100,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=_a04zOYU4XfjXo8ZWIe5vQ&cb_client=search.gws-prod.gps&w=1600&h=1000&yaw=264.86945&pitch=0&thumbfov=100,"{""Monday"": ""10AM-5PM"", ""Tuesday"": ""10AM-5PM"", ""Wednesday"": ""10AM-5PM"", ""Thursday"": ""10AM-5PM"", ""Friday"": ""10AM-5PM"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}",Monday:10AM-5PM|Tuesday:10AM-5PM|Wednesday:10AM-5PM|Thursday:10AM-5PM|Friday:10AM-5PM|Saturday:Closed|Sunday:Closed,OPERATIONAL,"{""Service options"": {""Delivery"": true}}",https://lh3.googleusercontent.com/-IfNjq77JcqM/AAAAAAAAAAI/AAAAAAAAAAA/sH7oFnPRj4E/s44-p-k-no-ns-nd/photo.jpg,https://www.google.com/maps/contrib/112818144413372436515,"https://www.google.com/maps/place/Big+Dog+Pet+Supply/@33.4518097,-112.35529149999999,14z/data=!4m8!1m2!2m1!1sBig+Dog+Pet+Supply!3m4!1s0x872b39af12d393fd:0x25d136ee53231e14!8m2!3d33.4518097!4d-112.35529149999999","https://www.google.com/maps/place/Big+Dog+Pet+Supply/@33.4518097,-112.35529149999999,13.99z/data=!4m16!1m7!3m6!1s0x872b39af12d393fd:0x25d136ee53231e14!2sBig+Dog+Pet+Supply!8m2!3d33.4518097!4d-112.35529149999999!16s%2Fg%2F11ckvg1dmb!3m7!1s0x872b39af12d393fd:0x25d136ee53231e14!8m2!3d33.4518097!4d-112.35529149999999!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",ChIJ_ZPTEq85K4cRFB4jU-420SU
Dukes Mobil Pet Grooming,https://offerup.co/profile/tinameyerhoeffer,Pet groomer,Pet groomer,Pet groomer,+1 480-416-8578,"5423 W Cambridge Ave, Phoenix, AZ 85035",5423 W Cambridge Ave,Phoenix,85035,Arizona,Alabama,US,"33,4771257","-112,1759909",4,1,"https://search.google.com/local/reviews?placeid=ChIJ3fuCvKMVK4cRq4oLh7V6MRQ&q=pet+groomer,+85329,+Cashion,+AZ,+US&authuser=0&hl=en&gl=US",2,https://lh3.googleusercontent.com/p/AF1QipMUia0LTSsyEjtx1-o86Av9seCMGXL0y28p_W9e=w800-h500-k-no,https://lh3.googleusercontent.com/p/AF1QipMUia0LTSsyEjtx1-o86Av9seCMGXL0y28p_W9e=w1600-h1000-k-no,"{""Monday"": ""8AM-5PM"", ""Tuesday"": ""8AM-5PM"", ""Wednesday"": ""8AM-5PM"", ""Thursday"": ""8AM-5PM"", ""Friday"": ""8AM-5PM"", ""Saturday"": ""Closed"", ""Sunday"": ""8AM-5PM""}",Monday:8AM-5PM|Tuesday:8AM-5PM|Wednesday:8AM-5PM|Thursday:8AM-5PM|Friday:8AM-5PM|Saturday:Closed|Sunday:8AM-5PM,OPERATIONAL,"{""From the business"": {""Identifies as women-owned"": true}, ""Accessibility"": {""Wheelchair accessible parking lot"": true}, ""Other"": {""Identifies as women-owned"": true}}",https://lh3.googleusercontent.com/-onxEQrtjY9Y/AAAAAAAAAAI/AAAAAAAAAAA/_HaFOTatQ3Q/s44-p-k-no-ns-nd/photo.jpg,https://www.google.com/maps/contrib/110499960480036804325,"https://www.google.com/maps/place/Dukes+Mobil+Pet+Grooming/@33.4771257,-112.17599089999999,14z/data=!4m8!1m2!2m1!1sDukes+Mobil+Pet+Grooming!3m4!1s0x872b15a3bc82fbdd:0x14317ab5870b8aab!8m2!3d33.4771257!4d-112.17599089999999","https://www.google.com/maps/place/Dukes+Mobil+Pet+Grooming/@33.4771257,-112.17599089999999,13.99z/data=!4m16!1m7!3m6!1s0x872b15a3bc82fbdd:0x14317ab5870b8aab!2sDukes+Mobil+Pet+Grooming!8m2!3d33.4771257!4d-112.17599089999999!16s%2Fg%2F11ckvg1dmb!3m7!1s0x872b15a3bc82fbdd:0x14317ab5870b8aab!8m2!3d33.4771257!4d-112.17599089999999!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",ChIJ3fuCvKMVK4cRq4oLh7V6MRQ
Margo's Pet Spa,http://margospetspa.com/,"Pet groomer, Dog day care center, Pet sitter",Pet groomer,Pet groomer,+1 623-556-2506,"15459 W Bell Rd #105, Surprise, AZ 85374",15459 W Bell Rd #105,Surprise,85374,Arizona,Alabama,US,"33,6371315","-112,392682","4,6",217,"https://search.google.com/local/reviews?placeid=ChIJAzwAVi1FK4cRXKMnc44Wt0Q&q=pet+groomer,+85329,+Cashion,+AZ,+US&authuser=0&hl=en&gl=US",41,https://lh3.googleusercontent.com/p/AF1QipPj-wi4rlHUeAx03V8FSYcJYhiEg6YTV4THbbKA=w800-h500-k-no,https://lh3.googleusercontent.com/p/AF1QipPj-wi4rlHUeAx03V8FSYcJYhiEg6YTV4THbbKA=w1600-h1000-k-no,"{""Monday"": ""Closed"", ""Tuesday"": ""8AM-5PM"", ""Wednesday"": ""8AM-5PM"", ""Thursday"": ""8AM-5PM"", ""Friday"": ""8AM-5PM"", ""Saturday"": ""8AM-4PM"", ""Sunday"": ""Closed""}",Monday:Closed|Tuesday:8AM-5PM|Wednesday:8AM-5PM|Thursday:8AM-5PM|Friday:8AM-5PM|Saturday:8AM-4PM|Sunday:Closed,OPERATIONAL,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}}",https://lh5.googleusercontent.com/-CyiIkw7BAcE/AAAAAAAAAAI/AAAAAAAAAAA/DaUIi0hqgRI/s44-p-k-no-ns-nd/photo.jpg,https://www.google.com/maps/contrib/109604100174995907570,"https://www.google.com/maps/place/Margo%27s+Pet+Spa/@33.637131499999995,-112.392682,14z/data=!4m8!1m2!2m1!1sMargo%27s+Pet+Spa!3m4!1s0x872b452d56003c03:0x44b7168e7327a35c!8m2!3d33.637131499999995!4d-112.392682","https://www.google.com/maps/place/Margo%27s+Pet+Spa/@33.637131499999995,-112.392682,13.99z/data=!4m16!1m7!3m6!1s0x872b452d56003c03:0x44b7168e7327a35c!2sMargo%27s+Pet+Spa!8m2!3d33.637131499999995!4d-112.392682!16s%2Fg%2F11ckvg1dmb!3m7!1s0x872b452d56003c03:0x44b7168e7327a35c!8m2!3d33.637131499999995!4d-112.392682!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",ChIJAzwAVi1FK4cRXKMnc44Wt0Q
Puppyland Tolleson,https://puppylandarizona.com/,"Pet store, Pet supply store",Pet store,Pet store,+1 520-509-4234,"9897 W McDowell Rd #B-235, Tolleson, AZ 85353",9897 W McDowell Rd #B-235,Tolleson,85353,Arizona,Alabama,US,"33,4642839","-112,2704291","4,8",356,"https://search.google.com/local/reviews?placeid=ChIJ08pn35E_K4cRmXK7giQcG4k&q=pet+groomer,+85329,+Cashion,+AZ,+US&authuser=0&hl=en&gl=US",1449,https://lh3.googleusercontent.com/p/AF1QipNqQLEpGXuH2OBMBEHgD4_1Ec2RTy47VPKPj1LC=w800-h500-k-no,https://lh3.googleusercontent.com/p/AF1QipNqQLEpGXuH2OBMBEHgD4_1Ec2RTy47VPKPj1LC=w1600-h1000-k-no,"{""Monday"": ""11AM-8PM"", ""Tuesday"": ""11AM-8PM"", ""Wednesday"": ""11AM-8PM"", ""Thursday"": ""11AM-8PM"", ""Friday"": ""11AM-8PM"", ""Saturday"": ""11AM-8PM"", ""Sunday"": ""12-8PM""}",Monday:11AM-8PM|Tuesday:11AM-8PM|Wednesday:11AM-8PM|Thursday:11AM-8PM|Friday:11AM-8PM|Saturday:11AM-8PM|Sunday:12-8PM,OPERATIONAL,"{""Service options"": {""Delivery"": false, ""Same-day delivery"": false}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}}",https://lh4.googleusercontent.com/-SD9F7nwwVLI/AAAAAAAAAAI/AAAAAAAAAAA/FBDolwIDPOc/s44-p-k-no-ns-nd/photo.jpg,https://www.google.com/maps/contrib/114438582191003874013,"https://www.google.com/maps/place/Puppyland+Tolleson/@33.4642839,-112.2704291,14z/data=!4m8!1m2!2m1!1sPuppyland+Tolleson!3m4!1s0x872b3f91df67cad3:0x891b1c2482bb7299!8m2!3d33.4642839!4d-112.2704291","https://www.google.com/maps/place/Puppyland+Tolleson/@33.4642839,-112.2704291,13.99z/data=!4m16!1m7!3m6!1s0x872b3f91df67cad3:0x891b1c2482bb7299!2sPuppyland+Tolleson!8m2!3d33.4642839!4d-112.2704291!16s%2Fg%2F11ckvg1dmb!3m7!1s0x872b3f91df67cad3:0x891b1c2482bb7299!8m2!3d33.4642839!4d-112.2704291!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",ChIJ08pn35E_K4cRmXK7giQcG4k
Central Bark Paradise Valley,https://www.centralbarkusa.com/paradise-valley/,"Pet groomer, Dog trainer, Pet boarding service, Dog day care center, Pet supply store",Dog day care center,Pet groomer,+1 480-550-8988,"4848 E Cactus Rd, Scottsdale, AZ 85254",4848 E Cactus Rd,Scottsdale,85254,Arizona,Alabama,US,"33,5999284","-111,9771211",,,,20,https://lh3.googleusercontent.com/p/AF1QipPjE4Svmg_e75bFp4HXhtQCv2BmT0QpoYXbmmvq=w800-h500-k-no,https://lh3.googleusercontent.com/p/AF1QipPjE4Svmg_e75bFp4HXhtQCv2BmT0QpoYXbmmvq=w1600-h1000-k-no,,,OPERATIONAL,"{""Service options"": {""Onsite services"": true}, ""Accessibility"": {""Wheelchair accessible parking lot"": true}, ""Crowd"": {""LGBTQ+ friendly"": true}, ""Parking"": {""Free parking lot"": true, ""On-site parking"": true}, ""Other"": {""LGBTQ+ friendly"": true}}",https://lh4.googleusercontent.com/-JgmOHr6ys1k/AAAAAAAAAAI/AAAAAAAAAAA/MJ2CeZBXToU/s44-p-k-no-ns-nd/photo.jpg,https://www.google.com/maps/contrib/100202754778291742961,"https://www.google.com/maps/place/Central+Bark+Paradise+Valley/@33.599928399999996,-111.97712109999999,14z/data=!4m8!1m2!2m1!1sCentral+Bark+Paradise+Valley!3m4!1s0x872b73dc0dcabc49:0x28040db773f7aac1!8m2!3d33.599928399999996!4d-111.97712109999999","https://www.google.com/maps/place/Central+Bark+Paradise+Valley/@33.599928399999996,-111.97712109999999,13.99z/data=!4m16!1m7!3m6!1s0x872b73dc0dcabc49:0x28040db773f7aac1!2sCentral+Bark+Paradise+Valley!8m2!3d33.599928399999996!4d-111.97712109999999!16s%2Fg%2F11ckvg1dmb!3m7!1s0x872b73dc0dcabc49:0x28040db773f7aac1!8m2!3d33.599928399999996!4d-111.97712109999999!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",ChIJSbzKDdxzK4cRwar3c7cNBCg
fi.d.o,,Pet supply store,Pet supply store,Pet supply store,+1 623-936-4034,"Petco Animal Supplies, 10190 W McDowell Rd, Avondale, AZ 85323","Petco Animal Supplies, 10190 W McDowell Rd",Avondale,85323,Arizona,Alabama,US,"33,4652773","-112,2793373",4,1,"https://search.google.com/local/reviews?placeid=ChIJvYyDHyM_K4cRP5UAO8_HcCs&q=pet+groomer,+85329,+Cashion,+AZ,+US&authuser=0&hl=en&gl=US",1,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=AlNt9FssetYFxNc9UI-SOg&cb_client=search.gws-prod.gps&w=800&h=500&yaw=275.88318&pitch=0&thumbfov=100,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=AlNt9FssetYFxNc9UI-SOg&cb_client=search.gws-prod.gps&w=1600&h=1000&yaw=275.88318&pitch=0&thumbfov=100,"{""Monday"": ""9AM-8PM"", ""Tuesday"": ""9AM-8PM"", ""Wednesday"": ""9AM-8PM"", ""Thursday"": ""9AM-8PM"", ""Friday"": ""9AM-8PM"", ""Saturday"": ""9AM-8PM"", ""Sunday"": ""10AM-7PM""}",Monday:9AM-8PM|Tuesday:9AM-8PM|Wednesday:9AM-8PM|Thursday:9AM-8PM|Friday:9AM-8PM|Saturday:9AM-8PM|Sunday:10AM-7PM,OPERATIONAL,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}, ""Planning"": {""Quick visit"": true}, ""Payments"": {""Credit cards"": true}}",https://lh5.googleusercontent.com/-V5RIhBomMxA/AAAAAAAAAAI/AAAAAAAAAAA/Tf9QJUTs244/s44-p-k-no-ns-nd/photo.jpg,https://www.google.com/maps/contrib/105232338595993895022,"https://www.google.com/maps/place/fi.d.o/@33.4652773,-112.2793373,14z/data=!4m8!1m2!2m1!1sfi.d.o!3m4!1s0x872b3f231f838cbd:0x2b70c7cf3b00953f!8m2!3d33.4652773!4d-112.2793373","https://www.google.com/maps/place/fi.d.o/@33.4652773,-112.2793373,13.99z/data=!4m16!1m7!3m6!1s0x872b3f231f838cbd:0x2b70c7cf3b00953f!2sfi.d.o!8m2!3d33.4652773!4d-112.2793373!16s%2Fg%2F11ckvg1dmb!3m7!1s0x872b3f231f838cbd:0x2b70c7cf3b00953f!8m2!3d33.4652773!4d-112.2793373!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",ChIJvYyDHyM_K4cRP5UAO8_HcCs
PetSmart Grooming,https://stores.petsmart.com/az/goodyear/goodyear/grooming?utm_source=google,Pet groomer,Pet groomer,Pet groomer,+1 623-882-1355,"555 S Cotton Ln, Goodyear, AZ 85338",555 S Cotton Ln,Goodyear,85338,Arizona,Alabama,US,"33,4416608","-112,4229066","2,7",7,"https://search.google.com/local/reviews?placeid=ChIJUeuUIC85K4cRAtnxJddwgEc&q=pet+groomer,+85329,+Cashion,+AZ,+US&authuser=0&hl=en&gl=US",7,https://lh3.googleusercontent.com/p/AF1QipOfV87buKZ42jtMmmypzUsg7_8dUr67ST1gdoY=w800-h500-k-no,https://lh3.googleusercontent.com/p/AF1QipOfV87buKZ42jtMmmypzUsg7_8dUr67ST1gdoY=w1600-h1000-k-no,"{""Monday"": ""7AM-9PM"", ""Tuesday"": ""7AM-9PM"", ""Wednesday"": ""7AM-9PM"", ""Thursday"": ""7AM-9PM"", ""Friday"": ""7AM-9PM"", ""Saturday"": ""7AM-9PM"", ""Sunday"": ""8AM-6PM""}",Monday:7AM-9PM|Tuesday:7AM-9PM|Wednesday:7AM-9PM|Thursday:7AM-9PM|Friday:7AM-9PM|Saturday:7AM-9PM|Sunday:8AM-6PM,OPERATIONAL,"{""Service options"": {""Onsite services"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}}",https://lh5.googleusercontent.com/-E_qh9QHIAp4/AAAAAAAAAAI/AAAAAAAAAAA/MJlwPGnV4oo/s44-p-k-no-ns-nd/photo.jpg,https://www.google.com/maps/contrib/106501331680175222865,"https://www.google.com/maps/place/PetSmart+Grooming/@33.4416608,-112.42290659999999,14z/data=!4m8!1m2!2m1!1sPetSmart+Grooming!3m4!1s0x872b392f2094eb51:0x478070d725f1d902!8m2!3d33.4416608!4d-112.42290659999999","https://www.google.com/maps/place/PetSmart+Grooming/@33.4416608,-112.42290659999999,13.99z/data=!4m16!1m7!3m6!1s0x872b392f2094eb51:0x478070d725f1d902!2sPetSmart+Grooming!8m2!3d33.4416608!4d-112.42290659999999!16s%2Fg%2F11ckvg1dmb!3m7!1s0x872b392f2094eb51:0x478070d725f1d902!8m2!3d33.4416608!4d-112.42290659999999!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",ChIJUeuUIC85K4cRAtnxJddwgEc
